,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
25,PRETRIAL,1,African-American,318208649,22,Intake,English,Pretrial,Pretrial Defendant,Single,1361005768,2,8,Medium
26,PRETRIAL,1,Caucasian,47074790,22,Intake,English,Post Sentence,Probation,Married,1369562775,1,8,Low
27,PRETRIAL,1,Caucasian,-94507814,22,Intake,English,Pretrial,Jail Inmate,Single,1389784929,1,8,Low
28,PRETRIAL,1,Caucasian,238559558,22,Intake,English,Pretrial,Jail Inmate,Single,1417972024,1,8,Low
29,Probation,1,Caucasian,-221670201,22,Intake,English,Post Sentence,Probation,Divorced,1386039118,1,8,Low
30,PRETRIAL,1,Caucasian,-656403500,22,Intake,English,Pretrial,Jail Inmate,Married,1416450824,1,8,Low
31,PRETRIAL,1,African-American,733864315,22,Intake,English,Post Sentence,Probation,Single,1376690286,2,8,Medium
32,PRETRIAL,0,African-American,598176732,22,Intake,English,Pretrial,Jail Inmate,Single,1418658189,2,8,Medium
33,PRETRIAL,1,African-American,673814067,22,Intake,English,Pretrial,Jail Inmate,Single,1418181870,1,8,Low
34,PRETRIAL,1,African-American,34780211,22,Intake,English,Pretrial,Jail Inmate,Single,1359720131,1,8,Low
35,PRETRIAL,1,African-American,658350894,22,Intake,English,Pretrial,Jail Inmate,Single,1366638525,1,8,Low
36,PRETRIAL,1,Caucasian,598937715,22,Intake,English,Post Sentence,Probation,Single,1378340726,1,8,Low
37,PRETRIAL,1,Caucasian,581092754,22,Intake,English,Pretrial,Jail Inmate,Single,1418506113,1,8,Low
38,Probation,1,African-American,537877411,22,Intake,English,Post Sentence,Probation,Single,1368159821,1,8,Low
39,Probation,1,Caucasian,509452640,22,Intake,English,Post Sentence,Probation,Single,1374994549,1,8,Medium
40,PRETRIAL,1,African-American,760273734,22,Intake,English,Pretrial,Jail Inmate,Single,1419650619,4,8,High
41,PRETRIAL,1,African-American,788219544,22,Intake,English,Pretrial,Jail Inmate,Single,1418140620,3,8,High
42,PRETRIAL,1,African-American,616532728,22,Intake,English,Pretrial,Jail Inmate,Single,1365792864,2,8,Medium
43,Probation,1,Hispanic,674480870,22,Intake,English,Post Sentence,Probation,Single,1376203278,1,8,Low
44,PRETRIAL,1,Other,98469094,22,Intake,English,Pretrial,Jail Inmate,Married,1359194279,1,8,Low
45,Probation,1,African-American,696296435,22,Intake,English,Post Sentence,Probation,Single,1357316577,4,8,High
46,PRETRIAL,1,African-American,568916414,22,Intake,English,Post Sentence,Probation,Single,1366045903,3,8,High
47,PRETRIAL,1,African-American,575360550,22,Intake,English,Pretrial,Jail Inmate,Single,1364099258,2,8,Medium
48,Probation,1,Caucasian,-125088015,22,Intake,English,Post Sentence,Probation,Single,1364742527,1,8,Low
49,PRETRIAL,1,Caucasian,262449979,22,Intake,English,Post Sentence,Probation,Single,1369200933,1,8,Low
50,PRETRIAL,1,African-American,510693671,22,Intake,English,Pretrial,Pretrial Defendant,Single,1417343307,3,8,High
51,PRETRIAL,1,Hispanic,282408542,22,Intake,English,Pretrial,Jail Inmate,Married,1413250704,1,8,Low
52,PRETRIAL,1,African-American,253991932,22,Intake,English,Pretrial,Jail Inmate,Married,1361888961,1,8,Low
53,PRETRIAL,1,Caucasian,-230923196,22,Intake,English,Post Sentence,Probation,Single,1393463045,1,8,Low
54,PRETRIAL,1,Caucasian,736235938,22,Intake,English,Pretrial,Pretrial Defendant,Single,1380616432,3,8,High
55,PRETRIAL,1,Caucasian,-352280827,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1365819524,2,8,Medium
56,PRETRIAL,0,Caucasian,-299013026,22,Intake,English,Post Sentence,Probation,Divorced,1391272108,1,8,Low
57,PRETRIAL,0,African-American,343871087,22,Intake,English,Post Sentence,Probation,Single,1365637933,1,8,Low
58,Probation,1,African-American,724080833,22,Intake,English,Post Sentence,Probation,Single,1370758937,3,8,High
59,Probation,1,African-American,-484390486,22,Intake,English,Post Sentence,Probation,Married,1370594060,1,8,Low
60,PRETRIAL,1,African-American,439023024,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415529491,3,8,High
61,PRETRIAL,1,Caucasian,570975170,22,Intake,English,Pretrial,Pretrial Defendant,Single,1379648570,2,8,Medium
62,PRETRIAL,1,African-American,797854163,22,Intake,English,Pretrial,Jail Inmate,Single,1359321495,2,8,Medium
63,PRETRIAL,1,Caucasian,-605442844,22,Intake,English,Pretrial,Jail Inmate,Divorced,1386776337,1,8,Low
64,PRETRIAL,1,African-American,491932071,22,Intake,English,Pretrial,Jail Inmate,Single,1367734164,1,8,Low
65,PRETRIAL,1,African-American,736289385,22,Intake,English,Pretrial,Jail Inmate,Single,1417264236,2,8,Medium
66,PRETRIAL,1,African-American,678194845,22,Intake,English,Post Sentence,Probation,Single,1401213667,1,8,Low
67,PRETRIAL,1,African-American,319926928,22,Intake,English,Pretrial,Jail Inmate,Single,1360740262,3,8,High
68,PRETRIAL,1,African-American,619144950,22,Intake,English,Pretrial,Jail Inmate,Single,1360079663,3,8,High
69,PRETRIAL,1,Caucasian,-184524080,22,Intake,English,Pretrial,Jail Inmate,Married,1412526028,1,8,Low
70,PRETRIAL,1,Caucasian,-482873285,22,Intake,English,Pretrial,Jail Inmate,Married,1399020338,1,8,Low
71,PRETRIAL,1,African-American,598231565,22,Intake,English,Pretrial,Jail Inmate,Single,1366266246,3,8,Medium
72,PRETRIAL,1,African-American,-31384424,22,Intake,English,Pretrial,Jail Inmate,Married,1361628276,1,8,Low
73,PRETRIAL,1,African-American,521825807,22,Intake,English,Pretrial,Jail Inmate,Single,1414827713,1,8,Medium
74,PRETRIAL,1,African-American,605899207,22,Intake,English,Pretrial,Jail Inmate,Single,1358336882,2,8,Medium
75,PRETRIAL,1,African-American,549613733,22,Intake,English,Pretrial,Jail Inmate,Single,1362692703,2,8,Medium
76,PRETRIAL,1,African-American,791123745,22,Intake,English,Pretrial,Jail Inmate,Single,1410286888,3,8,Medium
77,PRETRIAL,1,Caucasian,460745597,22,Intake,English,Post Sentence,Probation,Single,1367340037,1,8,Low
78,PRETRIAL,1,Caucasian,701058105,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416999771,1,8,Low
79,Probation,1,Hispanic,788067814,22,Intake,English,Post Sentence,Probation,Single,1381307091,2,8,Medium
80,PRETRIAL,1,Caucasian,360739462,22,Intake,English,Pretrial,Jail Inmate,Single,1417171583,1,8,Low
81,Probation,1,Hispanic,-356308081,22,Intake,English,Post Sentence,Probation,Married,1390937803,1,8,Low
82,PRETRIAL,1,African-American,630830600,22,Intake,English,Pretrial,Pretrial Defendant,Single,1398057051,2,8,Medium
83,Probation,1,Caucasian,-581392852,22,Intake,English,Post Sentence,Probation,Married,1366357088,1,8,Low
84,PRETRIAL,1,Caucasian,394234933,22,Intake,English,Pretrial,Pretrial Defendant,Single,1370613097,2,8,Medium
85,Probation,0,African-American,645403595,22,Intake,English,Post Sentence,Probation,Single,1370017038,1,8,Medium
86,Probation,1,Caucasian,723974427,22,Intake,English,Post Sentence,Probation,Single,1377754370,2,8,Medium
87,PRETRIAL,1,African-American,-103717366,22,Intake,English,Pretrial,Jail Inmate,Single,1414397813,1,8,Low
88,PRETRIAL,1,African-American,746438458,22,Intake,English,Pretrial,Jail Inmate,Single,1358593970,2,8,Medium
89,PRETRIAL,1,African-American,715319455,22,Intake,English,Post Sentence,Probation,Single,1367477921,3,8,High
90,Probation,1,Hispanic,684275524,22,Intake,English,Post Sentence,Probation,Single,1376922928,2,8,Medium
91,Probation,1,African-American,560698043,22,Intake,English,Post Sentence,Probation,Single,1371965277,2,8,Medium
92,PRETRIAL,1,African-American,736806299,22,Intake,English,Pretrial,Jail Inmate,Single,1362474987,3,8,High
93,PRETRIAL,1,Caucasian,-95072295,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1370329853,1,8,Low
94,PRETRIAL,1,African-American,522380580,22,Intake,English,Pretrial,Jail Inmate,Single,1364150579,4,8,High
95,Probation,1,African-American,605542387,22,Intake,English,Post Sentence,Probation,Single,1368212774,3,8,High
96,Probation,1,Caucasian,412837939,22,Intake,English,Post Sentence,Probation,Single,1366294324,2,8,Medium
97,PRETRIAL,1,African-American,15409589,22,Intake,English,Pretrial,Jail Inmate,Married,1362315878,1,8,Low
98,PRETRIAL,1,Caucasian,-533875515,22,Intake,English,Pretrial,Jail Inmate,Single,1417726923,1,8,Low
99,Probation,1,Caucasian,-381781324,22,Intake,English,Post Sentence,Probation,Divorced,1361612575,1,8,Low
100,PRETRIAL,1,Caucasian,571247041,22,Intake,English,Pretrial,Jail Inmate,Single,1360481519,1,8,Low
101,PRETRIAL,1,African-American,739143873,22,Intake,English,Pretrial,Jail Inmate,Single,1366766429,1,8,Medium
102,PRETRIAL,1,African-American,702117435,22,Intake,English,Pretrial,Jail Inmate,Single,1362228512,3,8,High
103,Probation,1,African-American,643930719,22,Intake,English,Post Sentence,Probation,Single,1376331853,3,8,High
104,PRETRIAL,1,African-American,769172569,22,Intake,English,Pretrial,Jail Inmate,Single,1363108017,1,8,Low
105,PRETRIAL,1,African-American,751955357,22,Intake,English,Pretrial,Jail Inmate,Single,1379157391,2,8,Medium
106,PRETRIAL,0,Caucasian,299460718,22,Intake,English,Post Sentence,Probation,Single,1393092693,1,8,Low
107,PRETRIAL,0,African-American,223552773,22,Intake,English,Pretrial,Pretrial Defendant,Single,1369287231,1,8,Low
108,PRETRIAL,1,African-American,37524983,22,Intake,English,Pretrial,Jail Inmate,Single,1361216908,1,8,Low
109,PRETRIAL,0,African-American,594833149,22,Intake,English,Pretrial,Pretrial Defendant,Single,1414687813,1,8,Low
110,PRETRIAL,1,African-American,681593414,22,Intake,English,Pretrial,Jail Inmate,Single,1360171415,1,8,Medium
111,PRETRIAL,0,African-American,608046170,22,Intake,English,Pretrial,Jail Inmate,Single,1415936340,1,8,Low
112,PRETRIAL,1,African-American,536011012,22,Intake,English,Pretrial,Jail Inmate,Single,1360821624,3,8,High
113,PRETRIAL,1,Caucasian,-42826710,22,Intake,English,Pretrial,Jail Inmate,Single,1393139890,1,8,Low
114,PRETRIAL,1,African-American,586224311,22,Intake,English,Post Sentence,Probation,Single,1361938456,2,8,Medium
115,Probation,1,African-American,675866889,22,Intake,English,Post Sentence,Probation,Single,1378923345,1,8,Medium
116,PRETRIAL,1,African-American,25369987,22,Intake,English,Pretrial,Jail Inmate,Married,1360155265,1,8,Low
117,PRETRIAL,0,African-American,614745476,22,Intake,English,Pretrial,Jail Inmate,Single,1416857619,2,8,Medium
118,PRETRIAL,1,African-American,797254316,22,Intake,English,Pretrial,Jail Inmate,Single,1361623728,2,8,Medium
119,PRETRIAL,1,Caucasian,491189756,22,Intake,English,Pretrial,Jail Inmate,Single,1389962036,1,8,Low
120,PRETRIAL,1,African-American,721465650,22,Intake,English,Pretrial,Jail Inmate,Single,1357556346,1,8,Medium
121,Probation,1,Caucasian,591866567,22,Intake,English,Post Sentence,Probation,Single,1372982654,1,8,Low
122,PRETRIAL,1,African-American,542653798,22,Intake,English,Pretrial,Pretrial Defendant,Single,1399178176,1,8,Medium
123,PRETRIAL,1,Caucasian,-734746183,22,Intake,English,Post Sentence,Probation,Married,1366801939,1,8,Low
124,Probation,0,Caucasian,-313741377,22,Intake,English,Post Sentence,Probation,Married,1361077774,1,8,Low
125,PRETRIAL,1,African-American,774650191,22,Intake,English,Pretrial,Jail Inmate,Single,1415037364,2,8,Medium
126,Probation,1,Caucasian,111249848,22,Intake,English,Post Sentence,Probation,Single,1377244858,1,8,Low
127,Probation,1,Caucasian,-127452890,22,Intake,English,Post Sentence,Probation,Married,1375418643,1,8,Low
128,Probation,1,African-American,630050938,22,Intake,English,Post Sentence,Probation,Single,1366791426,1,8,Low
129,Probation,1,Caucasian,-240108741,22,Intake,English,Post Sentence,Probation,Single,1391588430,1,8,Low
130,PRETRIAL,1,Caucasian,-439961206,22,Intake,English,Post Sentence,Probation,Divorced,1365476131,1,8,Low
131,PRETRIAL,1,African-American,-154442107,22,Intake,English,Pretrial,Jail Inmate,Married,1360636137,1,8,Low
132,PRETRIAL,1,African-American,544086657,22,Intake,English,Pretrial,Pretrial Defendant,Single,1367119631,4,8,High
133,PRETRIAL,1,Caucasian,314312496,22,Intake,English,Pretrial,Jail Inmate,Single,1385059419,1,8,Low
134,PRETRIAL,1,Caucasian,-322645241,22,Intake,English,Pretrial,Pretrial Defendant,Single,1366371382,1,8,Low
135,PRETRIAL,1,Caucasian,499698833,22,Intake,English,Pretrial,Pretrial Defendant,Single,1369756357,3,8,High
136,PRETRIAL,1,Caucasian,-269447306,22,Intake,English,Pretrial,Pretrial Defendant,Single,1394941277,1,8,Low
137,PRETRIAL,1,African-American,573878793,22,Intake,English,Pretrial,Pretrial Defendant,Single,1411829954,1,8,Medium
138,PRETRIAL,1,African-American,680675014,22,Intake,English,Pretrial,Jail Inmate,Single,1362251752,3,8,High
139,Probation,1,Caucasian,162377226,22,Intake,English,Post Sentence,Probation,Single,1377232713,1,8,Low
140,PRETRIAL,1,African-American,771360796,22,Intake,English,Pretrial,Jail Inmate,Single,1360374198,4,8,High
141,Probation,0,African-American,554072132,22,Intake,English,Post Sentence,Probation,Single,1371272519,1,8,Medium
142,PRETRIAL,1,Caucasian,206129046,22,Intake,English,Pretrial,Jail Inmate,Single,1388941305,1,8,Low
143,Probation,1,Caucasian,-216223042,22,Intake,English,Post Sentence,Probation,Single,1375217210,1,8,Low
144,Probation,1,Caucasian,-228007791,22,Intake,English,Post Sentence,Probation,Married,1383476795,1,8,Low
145,PRETRIAL,1,African-American,581803591,22,Intake,English,Pretrial,Jail Inmate,Single,1386293911,1,8,Low
146,PRETRIAL,1,Caucasian,-630129151,22,Intake,English,Pretrial,Pretrial Defendant,Married,1376637914,1,8,Low
147,Probation,1,Hispanic,552755777,22,Intake,English,Post Sentence,Probation,Single,1367616847,1,8,Medium
148,PRETRIAL,1,African-American,-175894837,22,Intake,English,Pretrial,Jail Inmate,Single,1363079225,1,8,Low
149,PRETRIAL,1,Other,165070503,22,Intake,English,Pretrial,Jail Inmate,Married,1363704859,1,8,Low
150,PRETRIAL,1,Caucasian,-194056729,22,Intake,English,Pretrial,Pretrial Defendant,Single,1393861206,1,8,Low
151,PRETRIAL,1,Caucasian,558116463,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416504015,1,8,Medium
152,PRETRIAL,1,Caucasian,-772339407,22,Intake,English,Pretrial,Jail Inmate,Divorced,1383518688,1,8,Low
153,PRETRIAL,1,African-American,309657724,22,Intake,English,Pretrial,Pretrial Defendant,Single,1368877530,3,8,High
154,Probation,1,Caucasian,-266747216,22,Intake,English,Post Sentence,Probation,Married,1369890938,1,8,Low
155,PRETRIAL,1,Caucasian,-283717576,22,Intake,English,Pretrial,Jail Inmate,Divorced,1417828317,1,8,Low
156,PRETRIAL,1,African-American,478509860,22,Intake,English,Pretrial,Pretrial Defendant,Single,1372320368,3,8,High
157,PRETRIAL,1,African-American,-431366863,22,Intake,English,Pretrial,Jail Inmate,Married,1358889966,1,8,Low
158,PRETRIAL,1,African-American,655611111,22,Intake,English,Pretrial,Jail Inmate,Single,1419100467,1,8,Low
159,PRETRIAL,1,African-American,772536260,22,Intake,English,Post Sentence,Probation,Single,1366190048,4,8,High
160,PRETRIAL,1,African-American,535313178,22,Intake,English,Pretrial,Jail Inmate,Single,1419937621,4,8,High
161,PRETRIAL,1,African-American,722682043,22,Intake,English,Pretrial,Jail Inmate,Single,1413310709,1,8,Low
162,PRETRIAL,1,African-American,588033039,22,Intake,English,Pretrial,Pretrial Defendant,Single,1364969266,4,8,High
163,PRETRIAL,1,Caucasian,-148612940,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1397775107,1,8,Low
164,PRETRIAL,1,African-American,296512222,22,Intake,English,Post Sentence,Probation,Single,1365838523,1,8,Low
165,PRETRIAL,1,African-American,567494602,22,Intake,English,Pretrial,Jail Inmate,Single,1418490747,1,8,Low
166,PRETRIAL,1,Caucasian,619871120,22,Intake,English,Pretrial,Jail Inmate,Single,1410899004,1,8,Low
167,PRETRIAL,1,African-American,705691707,22,Intake,English,Pretrial,Jail Inmate,Single,1360052789,2,8,Medium
168,Probation,1,Caucasian,71987534,22,Intake,English,Post Sentence,Probation,Single,1391095749,1,8,Low
169,PRETRIAL,0,African-American,311846608,22,Intake,English,Pretrial,Jail Inmate,Single,1418229495,1,8,Low
170,Probation,1,Caucasian,579996050,22,Intake,English,Post Sentence,Probation,Single,1367127000,3,8,High
171,PRETRIAL,1,African-American,-368164433,22,Intake,English,Post Sentence,Probation,Divorced,1369449210,2,8,Medium
172,Probation,1,Hispanic,347740882,22,Intake,English,Post Sentence,Probation,Single,1400646255,1,8,Low
173,PRETRIAL,0,Caucasian,-286979203,22,Intake,English,Pretrial,Pretrial Defendant,Single,1391897776,1,8,Low
174,Probation,1,Caucasian,-325065544,22,Intake,English,Post Sentence,Probation,Single,1389478634,1,8,Low
175,PRETRIAL,1,African-American,403056213,22,Intake,English,Pretrial,Jail Inmate,Single,1417574449,1,8,Low
176,PRETRIAL,1,African-American,560400907,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415448401,1,8,Low
177,PRETRIAL,1,Caucasian,-57122433,22,Intake,English,Pretrial,Pretrial Defendant,Single,1389101658,1,8,Low
178,PRETRIAL,1,African-American,788034545,22,Intake,English,Pretrial,Jail Inmate,Single,1359366089,2,8,Medium
179,PRETRIAL,1,African-American,-253399608,22,Intake,English,Pretrial,Jail Inmate,Single,1364928952,1,8,Low
180,PRETRIAL,1,African-American,573743214,22,Intake,English,Pretrial,Jail Inmate,Single,1364087427,3,8,Medium
181,Probation,1,African-American,711034764,22,Intake,English,Post Sentence,Probation,Single,1375136255,2,8,Medium
182,PRETRIAL,1,African-American,775859205,22,Intake,English,Pretrial,Jail Inmate,Single,1360073497,4,8,High
183,PRETRIAL,1,African-American,699795248,22,Intake,English,Pretrial,Jail Inmate,Single,1415574887,2,8,Medium
184,Probation,1,Hispanic,497772766,22,Intake,English,Post Sentence,Probation,Single,1368687151,1,8,Low
185,PRETRIAL,1,Other,-180421638,22,Intake,English,Pretrial,Jail Inmate,Married,1361140127,1,8,Low
186,Probation,0,African-American,619692808,22,Intake,English,Post Sentence,Probation,Single,1367857455,2,8,Medium
187,Probation,1,Hispanic,703519814,22,Intake,English,Post Sentence,Probation,Single,1376599086,3,8,High
188,Probation,1,African-American,707114484,22,Intake,English,Post Sentence,Probation,Single,1367218263,4,8,High
189,PRETRIAL,1,Caucasian,631961203,22,Intake,English,Post Sentence,Probation,Single,1366580022,1,8,Low
190,PRETRIAL,0,African-American,669779247,22,Intake,English,Pretrial,Jail Inmate,Single,1394757887,2,8,Medium
191,PRETRIAL,1,African-American,820629201,22,Intake,English,Pretrial,Jail Inmate,Single,1357401137,4,8,High
192,PRETRIAL,1,African-American,500592565,22,Intake,English,Post Sentence,Probation,Single,1412774466,1,8,Medium
193,Probation,1,African-American,705053199,22,Intake,English,Post Sentence,Probation,Single,1373398151,1,8,Medium
194,PRETRIAL,1,African-American,727404910,22,Intake,English,Pretrial,Pretrial Defendant,Single,1414060854,2,8,Medium
195,Probation,1,African-American,452907547,22,Intake,English,Post Sentence,Probation,Single,1372425290,1,8,Low
196,PRETRIAL,1,Caucasian,61385254,22,Intake,English,Pretrial,Jail Inmate,Single,1360895198,1,8,Low
197,PRETRIAL,1,African-American,784260617,22,Intake,English,Pretrial,Jail Inmate,Single,1363720882,2,8,Medium
198,PRETRIAL,0,Caucasian,687106036,22,Intake,English,Pretrial,Pretrial Defendant,Single,1377706329,2,8,Medium
199,PRETRIAL,1,African-American,591201222,22,Intake,English,Post Sentence,Probation,Single,1380218925,1,8,Low
200,PRETRIAL,0,African-American,737024095,22,Intake,English,Pretrial,Jail Inmate,Single,1413555667,1,8,Low
201,PRETRIAL,1,Caucasian,-238286550,22,Intake,English,Pretrial,Jail Inmate,Single,1365367296,2,8,Medium
202,Probation,1,Caucasian,-59295060,22,Intake,English,Post Sentence,Probation,Single,1367634270,1,8,Low
203,PRETRIAL,1,Caucasian,426656582,22,Intake,English,Pretrial,Pretrial Defendant,Single,1410963439,1,8,Medium
204,PRETRIAL,0,African-American,673432177,22,Intake,English,Pretrial,Jail Inmate,Single,1412582181,2,8,Medium
205,PRETRIAL,1,African-American,56423292,22,Intake,English,Pretrial,Jail Inmate,Single,1359901795,1,8,Low
206,Probation,1,Hispanic,-198098842,22,Intake,English,Post Sentence,Probation,Single,1368340004,1,8,Low
207,PRETRIAL,1,Caucasian,563475592,22,Intake,English,Pretrial,Pretrial Defendant,Single,1377652844,2,8,Medium
208,PRETRIAL,0,African-American,751942462,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416481855,3,8,Medium
209,PRETRIAL,1,Caucasian,643739059,22,Intake,English,Pretrial,Jail Inmate,Single,1417082650,1,8,Low
210,Probation,1,Caucasian,618874058,22,Intake,English,Post Sentence,Probation,Single,1367658362,2,8,Medium
211,Probation,1,African-American,642977486,22,Intake,English,Post Sentence,Probation,Single,1367955605,1,8,Low
212,PRETRIAL,1,Caucasian,771406119,22,Intake,English,Pretrial,Pretrial Defendant,Single,1417003359,2,8,Medium
213,PRETRIAL,1,Caucasian,361524058,22,Intake,English,Pretrial,Pretrial Defendant,Single,1414961949,1,8,Low
214,PRETRIAL,1,Caucasian,508625344,22,Intake,English,Pretrial,Pretrial Defendant,Single,1367335875,1,8,Low
215,PRETRIAL,0,African-American,485058141,22,Intake,English,Pretrial,Jail Inmate,Single,1419984000,1,8,Low
216,PRETRIAL,1,Caucasian,539240131,22,Intake,English,Pretrial,Jail Inmate,Single,1418426234,1,8,Low
217,Probation,1,Caucasian,604998393,22,Intake,English,Post Sentence,Probation,Single,1397311597,2,8,Medium
218,Probation,1,Caucasian,84414984,22,Intake,English,Post Sentence,Probation,Single,1392710255,1,8,Low
219,PRETRIAL,1,African-American,728258364,22,Intake,English,Pretrial,Jail Inmate,Single,1360456834,1,8,Low
220,PRETRIAL,1,African-American,-54119860,22,Intake,English,Pretrial,Jail Inmate,Married,1358680404,1,8,Low
221,Probation,0,African-American,775114326,22,Intake,English,Post Sentence,Probation,Single,1371462364,3,8,High
222,Probation,1,African-American,271516665,22,Intake,English,Post Sentence,Probation,Single,1366785771,1,8,Low
223,PRETRIAL,1,African-American,682281112,22,Intake,English,Pretrial,Jail Inmate,Single,1364772758,3,8,High
224,PRETRIAL,1,African-American,496515914,22,Intake,English,Pretrial,Jail Inmate,Single,1367998427,1,8,Low
225,PRETRIAL,1,African-American,630128510,22,Intake,English,Pretrial,Jail Inmate,Single,1365476403,1,8,Low
226,PRETRIAL,1,Caucasian,-385567865,22,Intake,English,Pretrial,Jail Inmate,Married,1415169915,1,8,Low
227,PRETRIAL,1,African-American,597445489,22,Intake,English,Pretrial,Jail Inmate,Single,1365371426,4,8,High
228,PRETRIAL,1,African-American,717539110,22,Intake,English,Pretrial,Jail Inmate,Single,1359873182,2,8,Medium
229,PRETRIAL,1,African-American,573395408,22,Intake,English,Pretrial,Pretrial Defendant,Single,1384077236,1,8,Low
230,PRETRIAL,1,Caucasian,-48162537,22,Intake,English,Pretrial,Jail Inmate,Married,1383136487,1,8,Low
231,PRETRIAL,1,Caucasian,-378579412,22,Intake,English,Pretrial,Jail Inmate,Married,1360765154,1,8,Low
232,PRETRIAL,1,African-American,728929857,22,Intake,English,Pretrial,Jail Inmate,Single,1360314103,3,8,High
233,Probation,1,Hispanic,276086602,22,Intake,English,Post Sentence,Probation,Married,1393617210,1,8,Low
234,PRETRIAL,1,Caucasian,767538625,22,Intake,English,Pretrial,Jail Inmate,Single,1418604783,1,8,Low
235,PRETRIAL,1,Caucasian,199025036,22,Intake,English,Pretrial,Jail Inmate,Single,1358975979,1,8,Low
236,PRETRIAL,1,African-American,786818399,22,Intake,English,Pretrial,Jail Inmate,Single,1364837584,2,8,Medium
237,PRETRIAL,1,African-American,811179284,22,Intake,English,Pretrial,Jail Inmate,Single,1365103523,2,8,Low
238,PRETRIAL,1,African-American,776986193,22,Intake,English,Pretrial,Jail Inmate,Single,1359834730,2,8,Medium
239,PRETRIAL,1,African-American,569573752,22,Intake,English,Pretrial,Jail Inmate,Single,1417798784,1,8,Medium
240,Probation,0,African-American,605050534,22,Intake,English,Post Sentence,Probation,Single,1369515141,1,8,Medium
241,PRETRIAL,1,African-American,803064103,22,Intake,English,Pretrial,Jail Inmate,Single,1410788526,1,8,Low
242,Probation,1,Caucasian,-334365193,22,Intake,English,Post Sentence,Probation,Married,1383363719,1,8,Low
